SUB_REGISTER,MODE,REGISTER,FILE_ID,KWIC,LEMMA_BrE,VARIABLE,KWIC2,VARIANT,PERIOD,FEAT
ANSC,Printed,Academic,H1ANsc_09.txt,various media . The germination counts made up to 19 days after sowing were not ,analyse,analyzed,"statistically because there were several experimental plots showing no germination . However , from ",AME,HiCE1 (1960-1979),YS/YZ
ANSC,Printed,Academic,H1ANsc_11.txt,the faecal and urine samples were preserved in a deep freezer maintained at 5C until ,analyse,analysed,". The total collection period lasted 7 days . The diets , dried faeces ",BRE,HiCE1 (1960-1979),YS/YZ
ANSC,Printed,Academic,H1ANsc_11.txt,"total collection period lasted 7 days . The diets , dried faeces and urine were ",analyse,analysed,for nitrogen according to the methods of the A.O.A.C. ( 1970 ) . The ,BRE,HiCE1 (1960-1979),YS/YZ
ANSC,Printed,Academic,H1ANsc_13.txt,level may be specified at some finite real number . Production Activities The crop activities ,analyse,analyzed,"in this study include : cocoa , arabica coffee , robusta coffee , bananas ",AME,HiCE1 (1960-1979),YS/YZ
ANSC,Printed,Academic,H1ANsc_14.txt,") , all manufactured by Nuclear Data , Palatine , Illinois , U.S.A. The multichannel ",analyse,analyzer,was coupled to a teletype 32 KSR for NIGERIAN JOURNAL OF SCIENCE VOL. ,AME,HiCE1 (1960-1979),YS/YZ
ASSC,Printed,Academic,H1ASsc_08.txt,Ibadan will determine to some extent their degree of urbanism . When reported data are ,analyse,analyzed,"according to age , employment status and place of birth , it appears that ",AME,HiCE1 (1960-1979),YS/YZ
ASSC,Printed,Academic,H1ASsc_13.txt,. and end on Saturday 18 September 1976 . For various problems which have been ,analyse,analysed,"elsewherel the closing date was first extended to Thursday , 23 September and later ",BRE,HiCE1 (1960-1979),YS/YZ
ATEC,Printed,Academic,H1ATec_03.txt,in Nigeria is that the data are merely collected and stored and are not usually ,analyse,analysed,"and projected to produce useful information . Furthermore , it was not until about ",BRE,HiCE1 (1960-1979),YS/YZ
ATEC,Printed,Academic,H1ATec_05.txt,of the substances or cause beneficial chemical changes . Treatment efficiency is ascertained by regularly ,analyse,analysing,samples of the water to see if the harmful substances are totally absent or ,BRE,HiCE1 (1960-1979),YS/YZ
ATEC,Printed,Academic,H1ATec_06.txt,"those for a town in the Western State of Nigeria , Ilaro , which was ",analyse,analysed,in 1968 : 'bitts Shomolu Wells Ija Water- Works Ilaro Water- Works Appearance Colour ,BRE,HiCE1 (1960-1979),YS/YZ
ATEC,Printed,Academic,H1ATec_15.txt,"test results - for example , shear in reinforced concrete which are yet to be ",analyse,analysed,"and collated into simple , but effective design rules that reflect the parameters affecting ",BRE,HiCE1 (1960-1979),YS/YZ
ATEC,Printed,Academic,H1ATec_15.txt,A TOOL EXPERIMENTAL STRUCTURAL ANALYSIS C.O. ORANGUN SYNOPSIS Dimensional Analysis is a useful tool for ,analyse,analysing,problems in Engineering Science particularly where theory is not yet defined but the parameters ,BRE,HiCE1 (1960-1979),YS/YZ
ATEC,Printed,Academic,H1ATec_15.txt,... which yields slightly lower values as can be seen in Fig 4 . In ,analyse,analysing,test results for splices with transverse reinforcement the overall strength of such splices was ,BRE,HiCE1 (1960-1979),YS/YZ
ATEC,Printed,Academic,H1ATec_15.txt,the provision of lap splices in ACI 318-71 . An attempt was therefore made to ,analyse,analyze,available data on tensile lap splices with the aim of evolving design recommendations that ,AME,HiCE1 (1960-1979),YS/YZ
ATEC,Printed,Academic,H1ATec_17.txt,four such significant features which characterize the mix . The significance of these features are ,analyse,analyzed,"in relation to the functional requirements of plastic concrete in practice , Finally , ",AME,HiCE1 (1960-1979),YS/YZ
ESS,Non-printed,Student,H1Ess_07.txt,of course has to see that he has chosen the most appropriate statistical tool when ,analyse,analysing,a certain statistical data in the paper . For example the analysis of a ,BRE,HiCE1 (1960-1979),YS/YZ
ESS,Non-printed,Student,H1Ess_08.txt,"stage of the Kiriji war . Yet , the Ekitiparapo war can not be successfully ",analyse,analysed,or examined without adequate references to the happenings in the Ijebu and Egba countries ,BRE,HiCE1 (1960-1979),YS/YZ
ESS,Non-printed,Student,H1Ess_31.txt,air is then sent into the laboratory . 1.3 Comparison of Alternatives This section will ,analyse,analyze,the requirements of decision making and set forward procedure to assist the process . ,AME,HiCE1 (1960-1979),YS/YZ
PHUM,Printed,Popular,H1Phum_09.txt,of their predecessors . The deleterious effects of their mismanagement on the College are critically ,analyse,analyzed,in Chapter 6 of the book . The short period of instability was happily ,AME,HiCE1 (1960-1979),YS/YZ
PSSC,Printed,Popular,H1PSsc_11.txt,they themselves had Contributed to build . It will be futile at this juncture to ,analyse,analyse,"Certain aspects of the allegations contained in the article . First , it was ",BRE,HiCE1 (1960-1979),YS/YZ
PTEC,Printed,Popular,H1PTec_02.txt,first developed ? Should they develop industry or agriculture or both ? Sir Arthur Lewis ,analyse,analysed,the problem in his economic development with unlimited supply of labour . Lewis recommended ,BRE,HiCE1 (1960-1979),YS/YZ
ADM,Printed,Instructional,H2Adm_14.txt,"of how the future can evolve , based on current and past events , and ",analyse,analyse,the forces of change impacting on a country . System Dynamics which is a ,BRE,HiCE2 (1980-1999),YS/YZ
ADM,Printed,Instructional,H2Adm_16.txt,"the data coming in here from all horizons and from many sources are processed , ",analyse,analysed,", correlated to each other and computerized uniquely through the use of German technology ",BRE,HiCE2 (1980-1999),YS/YZ
ADM,Printed,Instructional,H2Adm_27.txt,. C. The System Analyst will i . Conduct Systems Study ii . Design and ,analyse,analyse,systems iii . prepare systems test bed for systems testing iv . Implement new ,BRE,HiCE2 (1980-1999),YS/YZ
AHUM,Printed,Academic,H2Ahum_06.txt,"a ) Necessity So far , we . have considered the desirability of recognizing and ",analyse,analyzing,"this third aspect of ESL . Then , we looked at the logic of ",AME,HiCE2 (1980-1999),YS/YZ
AHUM,Printed,Academic,H2Ahum_08.txt,all the major communities that were affected by the late nineteenth century developments have been ,analyse,analysed,in the manner of the few examples mentioned above . This paper therefore seeks ,BRE,HiCE2 (1980-1999),YS/YZ
AHUM,Printed,Academic,H2Ahum_08.txt,"brought about by the abolition of the Atlantic slave trade , "" have all been ",analyse,analysed,by competent scholars . Local West African conditions and situations determined the form and ,BRE,HiCE2 (1980-1999),YS/YZ
AHUM,Printed,Academic,H2Ahum_08.txt,latter years of the nineteenth century . Like many of the areas that have been ,analyse,analysed,( like Yorubaland and Western Sudan ) it suffered much from the excess.s of ,BRE,HiCE2 (1980-1999),YS/YZ
AHUM,Printed,Academic,H2Ahum_10.txt,"as we know , in 1318 deposed the current ruler Adandozan . But when one ",analyse,analyses,"the causes of the coup , the official explanations of why it was necessary ",BRE,HiCE2 (1980-1999),YS/YZ
AHUM,Printed,Academic,H2Ahum_12.txt,confusion among Nigerian Labour Organisations that followed the failure of the motion have been amply ,analyse,analysed,by E.E . Uvieghara and so need not delay us here . It is ,BRE,HiCE2 (1980-1999),YS/YZ
ANSC,Printed,Academic,H2ANsc_02.txt,"other models as suggested from stepwise , forward selection and backward elimination procedures were also ",analyse,analysed,for the best fit . Residual plots were obtained for all these models against ,BRE,HiCE2 (1980-1999),YS/YZ
ANSC,Printed,Academic,H2ANsc_03.txt,as described by Smith ( 9 ) . The methylesters prepared from the oil were ,analyse,analysed,by gas chromatography on Pye 104 instrument using a 5 feet glass colurp.n packed ,BRE,HiCE2 (1980-1999),YS/YZ
ASSC,Printed,Academic,H2ASsc_13.txt,"II examines the position of the railway in aggregate freight movements while , section III ",analyse,analyzes,the changing structure of rail freight traffic . Section IV discusses the future of ,AME,HiCE2 (1980-1999),YS/YZ
ASSC,Printed,Academic,H2ASsc_14.txt,Faculty of the Social Sciences large lecture theatre . The responses of the subjects were ,analyse,analysed,in an SPSS package at the University of Ibadan Computing Centre . The results ,BRE,HiCE2 (1980-1999),YS/YZ
ASSC,Printed,Academic,H2ASsc_18.txt,to be used to determine testees intelligence quotients . Analysis of Results The results were ,analyse,analysed,in figures . These figures are not ordinary figures but scaled scores of each ,BRE,HiCE2 (1980-1999),YS/YZ
ASSC,Printed,Academic,H2ASsc_19.txt,"adjectives , which described the physical characteristics of these environments . The results were factor ",analyse,analyzed,"and three dimensions were common to all the environments . These were "" general ",AME,HiCE2 (1980-1999),YS/YZ
ATEC,Printed,Academic,H2ATec_06.txt,", the rainfall intensity data obtained for over a year at Ile-lfe have been statistically ",analyse,analysed,to provide preliminary information on rainfall attenuation under local conditions at microwave and millimetre ,BRE,HiCE2 (1980-1999),YS/YZ
ATEC,Printed,Academic,H2ATec_12.txt,one series of data for each rainfall duration . The series of data are then ,analyse,analysed,as earlier outlined to yield the regional forecasts DISCUSSION OF RESULTS The results obtained ,BRE,HiCE2 (1980-1999),YS/YZ
ATEC,Printed,Academic,H2ATec_29.txt,) z-transform methods &lsqb; 9-11 &rsqb; . This paper will look at each technique and ,analyse,analyse,the mathematical model with the view of establishing which model is the best suited ,BRE,HiCE2 (1980-1999),YS/YZ
ESS,Non-printed,Student,H2Ess_04.txt,system and the causes of scarcity of water in the city ; 3 ) To ,analyse,analyse,the socio-economic problems resulting from Urban water supply and scarcity ; 4 ) To ,BRE,HiCE2 (1980-1999),YS/YZ
ESS,Non-printed,Student,H2Ess_04.txt,scope of study The objective of this research is therefore : - 1 ) To ,analyse,analyse,the sources of water supply in Benin City ; 2 ) To find out ,BRE,HiCE2 (1980-1999),YS/YZ
ESS,Non-printed,Student,H2Ess_23.txt,analysis would have been more in depth and other theories of money would have been ,analyse,analysed,. TOOLS OF ANALYSIS ( i ) Regression analysis : its primary objective is ,BRE,HiCE2 (1980-1999),YS/YZ
ESS,Non-printed,Student,H2Ess_24.txt,Processing Zones Authority ( EPZA ) . The data collected in this study were carefully ,analyse,analysed,"using sample descriptive tools . In addition , statistical tools like tables , percentages ",BRE,HiCE2 (1980-1999),YS/YZ
ESS,Non-printed,Student,H2Ess_28.txt,"the traditional theatre administrator lacks specialized management skills and training , this study intends to ",analyse,analyses,his skills and limitation in order to develop a blueprint that will help student ,BRE,HiCE2 (1980-1999),YS/YZ
ESS,Non-printed,Student,H2Ess_29.txt,the understanding of theatre management when applied to the African traditional festivals . It will ,analyse,analyse,", articulate and appreciate the roles of a traditional theatre manager and suggest ways ",BRE,HiCE2 (1980-1999),YS/YZ
ESS,Non-printed,Student,H2Ess_29.txt,researcher will observe and participate in Nnewi traditional new yam festival and be careful to ,analyse,analyze,the management aspects . ( b ) Oral interviews ( c ) Library sources ,AME,HiCE2 (1980-1999),YS/YZ
ESS,Non-printed,Student,H2Ess_29.txt,he performs a lot of task unknowingly . This research will be based mainly on ,analyse,analyzing,"and articulating the task involved in traditional theatre management . Here , it will ",AME,HiCE2 (1980-1999),YS/YZ
PNSC,Printed,Popular,H2PNsc_07.txt,one of the two membranes that surround the embryo is taken from the plancenta and ,analyse,analysed,"in the laboratory . Whilst , amniocentesis is a method thereby some quantity of ",BRE,HiCE2 (1980-1999),YS/YZ
PSSC,Printed,Popular,H2PSsc_12.txt,schemes of things . In view of the foregoings this writer will endeavour to explicitly ,analyse,analyse,ways by which effective public relations could contribute and complement the efforts of marketing ,BRE,HiCE2 (1980-1999),YS/YZ
PSSC,Printed,Popular,H2PSsc_12.txt,"conferences to highlight any marketing activity , effective awareness will be recorded . All the ",analyse,analysed,contributions by public relations for marketing programmes will be highly pronounced if conduciive atmosphere ,BRE,HiCE2 (1980-1999),YS/YZ
PSSC,Printed,Popular,H2PSsc_20.txt,to survive a sapping economic situation . The American political guru would be embittered to ,analyse,analyse,a political situation where patriotism and the need for a de-bastardised culture is hypocritically ,BRE,HiCE2 (1980-1999),YS/YZ
PTEC,Printed,Popular,H2PTec_06.txt,classifica groups . Out of 221 laterite soils taken from different parts of Africa and ,analyse,analyzed,"by Lyno and Association , 52% fall into the A-2 group , 28% into ",AME,HiCE2 (1980-1999),YS/YZ
PTEC,Printed,Popular,H2PTec_07.txt,codes of practice ( d ) Report and investigate accidents as well as prepare and ,analyse,analyse,safety records . ( e ) safety training ( f ) safety propaganda ( ,BRE,HiCE2 (1980-1999),YS/YZ
PTEC,Printed,Popular,H2PTec_09.txt,. 6 . Send blank B.O.Q 's to renderers through the architect . 7 . ,analyse,analyse,tender and advise the architect on their correctness . 8 . Carry out monthly ,BRE,HiCE2 (1980-1999),YS/YZ
NOV,Printed,Creative,nov_09.txt,relationship with her and used every available opportunity afforded by these contacts to probe and ,analyse,analyze,her true feelings towards him . On the whole he was happy and contented ,AME,ICEw (2000s),YS/YZ
